title,abstract,science_field,collaborators,journal_name,evaluation,novelty,rigor,grammar,replicability,accessibility,mathematics,computer_and_information_sciences,physical_sciences,chemical_sciences,earth_and_related_environmental_sciences,biological_sciences,other_natural_sciences,civil_engineering,electrical_engineering,mechanical_engineering,chemical_engineering,materials_engineering,environmental_engineering,evironmental_biotechnology,industrial_biotechnology,nano-technology,other_engineering_and_technologies,basic_medicine,clinical_medicine,health_sciences,medical_biotechnology,other_medical_sciences,agriculture_forestry_and_fisheries,animal_and_dairy_science,veterinary_science,agricultural_biotechnology,other_agricultural_sciences,psychology,economics_and_business,education,sociology,law,political_science,social_and_economic_geography,media_and_communications,other_social_sciences,history_and_archaeology,languages_and_literature,philosophy_ethics_and_religion,arts,other_humanities_and_the_arts,applied_research,conclusive_research,correlational_research,descriptive_research,ethnographic_research,experiment,exploratory_research,focus_groups,interviews,mixed_methods,observation,qualitative_research,quantitative_research,questionnaires,secondary_research,survey_methodology
Fracture in random quasibrittle media: I. Discrete mesoscale simulations of load capacity and fracture process zone,"Numerical simulations of concrete fracture performed with a probabilistic mesoscale discrete model are presented. The model represents a substantial part of material randomness by assigning random locations to the largest aggregates. The remaining part of randomness is introduced by causing material parameters to fluctuate randomly via a homogeneous random field. An extensive numerical study performed with the model considers prisms loaded in uniaxial tension with both fixed and rotating platens, and also beams with and without a notch loaded in three point bending. The results show the nontrivial effect of (i) autocorrelation length and (ii) variance of the random field on the fracture behavior of the model. Statistics of the peak load are presented as well as the size and shape of the fracture process zone at the moment when the maximum load is attained. Local averaging within the fracture process zone and weakest-link are identified as underlying mechanisms explaining the reported results.  The companion paper, Part II (Vořechovský and Eliáš, 2020), introduces an analytical model capable of predicting the distribution of the peak load obtained with the probabilistic discrete model via the simple estimation of extremes of a random field obtained as moving average of local strength.",20102.0,"Eliáš, Jan:Vořechovský, Miroslav",Engineering Fracture Mechanics,1,medium,high,1,0,high,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacterial resistance to silver nanoparticles and how to overcome it,"Silver nanoparticles have already been successfully applied in various biomedical and antimicrobial technologies and products used in everyday life. Although bacterial resistance to antibiotics has been extensively discussed in the literature, the possible development of resistance to silver nanoparticles has not been fully explored. We report that the Gram-negative bacteria Escherichia coli 013, Pseudomonas aeruginosa CCM 3955 and E. coli CCM 3954 can develop resistance to silver nanoparticles after repeated exposure. The resistance stems from the production of the adhesive flagellum protein flagellin, which triggers the aggregation of the nanoparticles. This resistance evolves without any genetic changes, only phenotypic change is needed to reduce the nanoparticles&apos, colloidal stability and thus eliminate their antibacterial activity. The resistance mechanism cannot be overcome by additional stabilization of silver nanoparticles using surfactants or polymers. It is, however, strongly suppressed by inhibiting flagellin production with pomegranate rind extract.",21001.0,"Panáček, Aleš:Kvítek, Libor:Smékalová, Monika:Večeřová, Renata:Kolář, Milan:Röderová, Magdaléna:Dyčka, Filip:Šebela, Marek:Prucek, Robert:Tomanec, Ondřej:Zbořil, Radek",Nature Nanotechnology,1,medium,high,1,1,medium,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finitely related algebras in congruence modular varieties have few subpowers,"We show that every finite algebra which is finitely related and lies in a congruence modular variety has few subpowers. This result, combined with other theorems, has interesting consequences for the complexity of several computational problems associated to finite relational structures: the constraint satisfaction problem, the primitive positive formula comparison problem, and the learnability problem for primitive positive formulas. Another corollary is that it is decidable whether an algebra given by a set of relations has few subpowers.",10101.0,"Barto, Libor",Journal of the European Mathematical Society,1,medium,high,0,1,medium,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Twin Challenges to Separation of Powers in Central Europe: Technocratic Governance and Populism,"Separation of institutions, functions and personnel – Checks and balances – Hungary, Poland, Czechia, Slovakia – Short tradition of separation of powers in Central Europe – Fragile interwar systems of separation of powers – Communist principle of centralisation of power – Technocratic challenge to separation of powers during the EU accession – One-sided checks on the elected branches and empowering technocratic elitist institutions – Populist challenge to separation of powers in the 2010s – Re-politicising of the public sphere, removing most checks on the elected branches, and curtailing and packing the unelected institutions – Technocratic and populist challenges to separation of powers interrelated more than we thought.",50501.0,"Kosař, David:Baroš, Jiří:Dufek, Pavel",European Constitutional Law Review,1,medium,medium,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Targeting of BCL2 Family Proteins with ABT-199 and Homoharringtonine Reveals BCL2-and MCL1-Dependent Subgroups of Diffuse Large B-Cell Lymphoma,"Purpose: To investigate the roles of BCL2, MCL1, and BCL-XL in the survival of diffuse large B-cell lymphoma (DLBCL). Experimental designs: Immunohistochemical analysis of 105 primary DLBCL samples, and Western blot analysis of 18 DLBCL cell lines for the expression of BCL2, MCL1, and BCL-XL. Pharmacologic targeting of BCL2, MCL1, and BCL-XL with ABT-199, homoharringtonine (HHT), and ABT-737. Analysis of DLBCL clones with manipulated expressions of BCL2, MCL1, and BCL-XL. Immunoprecipitation of MCL1 complexes in selected DLBCL cell lines. Experimental therapy aimed at inhibition of BCL2 and MCL1 using ABT-199 and HHT, single agent, or in combination, in vitro and in vivo on primary cell-based murine xenograft models of DLBCL. Results: By the pharmacologic targeting of BCL2, MCL1, and BCL-XL, we demonstrated that DLBCL can be divided into BCL2-dependent and MCL1-dependent subgroups with a less pronounced role left for BCL-XL. Derived DLBCL clones with manipulated expressions of BCL2, MCL1, and BCL-XL, as well as the immunoprecipitation experiments, which analyzed MCL1 protein complexes, confirmed these findings at the molecular level. We demonstrated that concurrent inhibition of BCL2 and MCL1 with ABT-199 and HHT induced significant synthetic lethality in most BCL2-expressing DLBCL cell lines. The marked cytotoxic synergy between ABT-199 and HHT was also confirmed in vivo using primary cell-based murine xenograft models of DLBCL. Conclusions: As homoharringtonine is a clinically approved antileukemia drug, and ABT-199 is in advanced phases of diverse clinical trials, our data might have direct implications for novel concepts of early clinical trials in patients with aggressive DLBCL.",0.0,"Klánová, Magdalena:Andera, Ladislav:Brazina, Jan:Svadlenka, Jan:Benesova, Simona:Soukup, Jan:Průková, Dana:Vejmelková, Dana:Jakša, Radek:Helman, Karel:Vočková, Petra:Latečková, Lucie:Molinský, Jan:Maswabi, Bokang Calvin:Alam, Mahmudul:Kodet, Roman:Pytlík, Robert:Trněný, Marek:Klener, Pavel",Clinical Cancer Research,1,high,high,0,1,medium,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1
The Strasbourg Court Meets Abusive Constitutionalism: Baka v. Hungary and the Rule of Law,"The rise of abusive constitutionalism in Central and Eastern Europe (CEE) has hit the domestic judiciaries particularly hard. Viktor Orbán expanded the size of the Constitutional Court and then packed it, made sure that he can install a new president of the Constitutional Court, ousted the Supreme Court president through a constitutional amendment, disempowered the existing judicial council and created the new institution with power over ordinary judicial appointments. Jaroslav Kaczyński followed the same playbook in Poland. While most scholars have focused primarily on effects of abusive constitutionalism upon the constitutional courts, we argue that the keys to the long-term control of the judiciary are presidents of ordinary courts and judicial councils . The dismissal of the Hungarian Supreme Court President is a perfect example of this logic—by this move Orbán got rid of the most important court president in the country, the head of the Hungarian judicial council and his most vocal critic. Yet, András Baka lodged an application to the ECtHR and won. This article analyses the Grand Chamber judgment in Baka v. Hungary, its implication for the rule of law, and the limits of what the ECtHR can achieve against abusive constitutionalism. It concludes that the Grand Chamber failed on all key fronts. It overlooked the main structural problem behind Mr. Baka’s dismissal (the broad powers of court presidents in CEE), it has blurred the Convention’s understanding of the concept of the rule of law, and it failed in delivering a persuasive judgment firmly based on the existing ECtHR’s case law.",50501.0,"Kosař, David:Šipulová, Katarína",Hague Journal on the Rule of Law,1,high,high,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hispania Motives and their Function in the Chronicle of Gregory of Tours,"The study analyses the importance of the Hispania discourse in the Ten Books of Histories (Historia Francorum) by Gregory of Tours on the ?Frank state ideology?. The Frank chronicler uses the topics of the Visigoth Kingdom and the Iberian Peninsula on three interpretational levels (antique, heretic, and orthodox) and in several contexts ? the most important being the dynastical, state, and religious. In all cases, Hispania, or rather the Visigoth Kingdom, plays the role of an ?unconquered? foreign area or an area under Frank dominance. The function of such an approach and the creation of tradition is clear: to affirm that the Franks were the chosen ones in God?s Plan of Salvation and to affirm their superiority. However, it is important to state that this focus was common among chroniclers in the Middle Ages, the chronicle does not deviate from the characteristics of a ?state chronicle.?",60101.0,"Drška, Václav",Littera Scripta,1,low,medium,0,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Affine Invariants of Vector Fields,"Vector fields are a special kind of multidimensional data, which are in a certain sense similar to digital color images, but are distinct from them in several aspects. In each pixel, the field is assigned to a vector that shows the direction and the magnitude of the quantity, which has been measured. To detect the patterns of interest in the field, special matching methods must be developed. In this paper, we propose a method for the description and matching of vector field patterns under an unknown affine transformation of the field. Unlike digital images, transformations of vector fields act not only on the spatial coordinates but also on the field values, which makes the detection different from the image case. To measure the similarity between the template and the field patch, we propose original invariants with respect to total affine transformation. They are designed from the vector field moments. It is demonstrated by experiments on real data from fluid mechanics that they perform significantly better than potential competitors.",10201.0,"Kostková, Jitka:Suk, Tomáš:Flusser, Jan",IEEE Transactions on Pattern Analysis and Machine Intelligence,1,high,high,1,0,medium,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Where did the pupa come from? The timing of juvenile horrmone signalling supports homology between stages of hemimetabolous and holometabolous insects,"Where does the 'miracle' of metamorphosis of caterpillars to beautiful butterflies have its origin has taunted thinkers since Aristotle. Particularly enigmatic is the origin of the pupa, a transitory stage between the caterpillar and the adult butterfly. The debate is on to this day. One hypothesis sees the caterpillars and other insect larvae as embryos and the pupa as a continuation of their interrupted development. A competing view has it that insect larvae and pupae have evolved to their specialized forms gradually from primitive ancestors, and that their development is continuous. The latter hypothesis, advocated by the author of this review, gains support as we begin to understand how hormones work to navigate insect development.",10605.0,"Jindra, Marek",Philosophical Transactions of the Royal Society B - Biological Sciences,1,medium,medium,1,1,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shifting the limits in wheat research and breeding using a fully annotated reference genome,"n annotated reference sequence representing the hexaploid bread wheat genome in 21 pseudomolecules has been analyzed to identify the distribution and genomic context of coding and noncoding elements across the A, B, and D subgenomes. With an estimated coverage of 94% of the genome and containing 107,891 high-confidence gene models, this assembly enabled the discovery of tissue-and developmental stage-related coexpression networks by providing a transcriptome atlas representing major stages of wheat development. Dynamics of complex gene families involved in environmental adaptation and end-use quality were revealed at subgenome resolution and contextualized to known agronomic single-gene or quantitative trait loci. This community resource establishes the foundation for accelerating wheat research and application through improved understanding of wheat biology and genomics-assisted breeding.",10603.0,"Appels, R.:Eversole, K.:Feuillet, C.:Keller, B.:Rogers, J.:Stein, N.:Pozniak, C.:Choulet, F.:Distelfeld, A.:Poland, J.:Abrouk, Michael:Fischer, I.:Alaux, M.:Bartoš, Jan:Bellec, A.:Berges, H.:Doležel, Jaroslav:Frenkel, Z.:Olsen, O.A.:Šimková, Hana:Singh, K.:Valárik, Miroslav:Van der Vossen, E.A.G.:Raats, D.:Toegelová, Helena:Vrána, Jan:Sourdille, P.:Golds, T.:Čížková, Jana:Akpinar, B.A.:N'Daiye, K.:Čihalíková, Jarmila:Kubaláková, Marie:Šafář, Jan:Alfama, F.:Holušová, Kateřina:Wright, J.:Balcárková, Barbora:Hu, Y.:Tulpová, Zuzana:Wang, L.",Science,1,medium,high,0,1,medium,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
